R556371,R869021
R857844,R157547
R543789,R896156
R388576,R147594
R707688,R130662
R481812,R184768
R176233,R553214
R302055,R368459
R601824,R812163
R828312,R513894
R196104,R475802
R437876,R242810
R207379,R542887
R478046,R557567
R776015,R911505
R895587,R141749
R647320,R798989
R318395,R121655
R520571,R742087
R993130,R101256
R987635,R206866
R332819,R562084
R277580,R757187
R192503,R752445
R812905,R928082
R426572,R936329
R724285,R214098
R787612,R443654
R376582,R683777
R924868,R406353
R454914,R954251
R387815,R556175
R532063,R901021
R823552,R552363
R870252,R830889
R445748,R295330
R800239,R709129
R300131,R692446
R275105,R998194
R186412,R210176
R613850,R174880
R193242,R450018
R510212,R285669
R939299,R917225
R877505,R727042
R640220,R306008
R316301,R365040
R912260,R954033
R530415,R895625
R921252,R773799
R927111,R290447
R525811,R792792
R546797,R425841
R534747,R255235
R272823,R964950
R541571,R620499
R890493,R710766
R814749,R350003
R167262,R602949
R334249,R575313
R532540,R890446
R866401,R365315
R815860,R457532
R892146,R560485
R893333,R372860
R933497,R610069
R280155,R267453
R590493,R817224
R256875,R101092
R582719,R447673
R944543,R554130
R892323,R666016
R297333,R515963
R456203,R554064
R515756,R469387
R723455,R655800
R667264,R162841
R281785,R139577
R680181,R620957
R764133,R916716
R661804,R714809
R180694,R200950
R675333,R611582
R532990,R786099
R422221,R789639
R946825,R106962
R131382,R310593
R115851,R639394
R821107,R253040
R109982,R847860
R321106,R781264
R716050,R248215
R222924,R939509
R877224,R959010
R686109,R179222
R435273,R385570
R852955,R941720
R367666,R600220
R960813,R801625
R309234,R551188
R767038,R494192
R960043,R730542
R612253,R275921
R677568,R721087
R670586,R169359
R805805,R903329
R943074,R600221
R399050,R373406
R472950,R940585
R168656,R433477
R946827,R891644
R186885,R611497
R683255,R181663
R860696,R535741
R717467,R248791
R770902,R343659
R156497,R845030
R154757,R389128
R652175,R869169
R539062,R976979
R912446,R574368
R324884,R330001
R971470,R144036
R398950,R890512
R434843,R387478
R872872,R107861
R815795,R943574
R955506,R238987
R837038,R181974
R450444,R786478
R986682,R121910
R805799,R563073
R389766,R682030
R792640,R716769
R253165,R226607
R314918,R350653
R885907,R452218
R184048,R219895
R191569,R239502
R650071,R963142
R360364,R574374
R156397,R440592
R201951,R412360
R736858,R244989
R315747,R592223
R261713,R398655
R127903,R196874
R250968,R713658
R703620,R601604
R350115,R525336
R280064,R135538
R653626,R817619
R206751,R743636
R431328,R130199
R529813,R384283
R205358,R747087
R713272,R240498
R877642,R261353
R627811,R757133
R377464,R730271
R473132,R285382
R825831,R687432
R702912,R252899
R731779,R468215
R753627,R433555
R689450,R620609
R350804,R165504
R778925,R203525
R394528,R779253
R210848,R172944
R539333,R361038
R386462,R647674
R349802,R179615
R660022,R386053
R848774,R561744
R282668,R905049
R842098,R174734
R635766,R665361
R213896,R330988
R994082,R212904
R616607,R395596
R191302,R835819
R123849,R343601
R589700,R418205
R678476,R614820
R968458,R303782
R898923,R591496
R227772,R597358
R898590,R226040
R996710,R306848
R683846,R631414
R780216,R979788
R400774,R340661
R374933,R108176
R854193,R392188
R291450,R327060
R248666,R524721
R444028,R703649
R187983,R171610
R302394,R919578
R641106,R818144
R547817,R975258
R323217,R359960
R327114,R329974
R461387,R601524
R427659,R974845
R906651,R690841
R460963,R532982
R441551,R907964
R451431,R670508
R849582,R909913
R924848,R672078
R218546,R614267
R873902,R252561
R663505,R197373
R119344,R498053
R725455,R907140
R538167,R529106
R452315,R791918
R974123,R874248
R375766,R927690
R943687,R204478
R892094,R503304
R414329,R985581
R804530,R680478
R819340,R955122
R354847,R839127
R340869,R997507
R726019,R464014
R478193,R295699
R672010,R186348
R725314,R455909
R432689,R850292
R856113,R879653
R803440,R911406
R569535,R851178
R920172,R636938
R991552,R607807
R816885,R257251
R243247,R212990
R437382,R317444
R478738,R181650
R152986,R820676
R693174,R540335
R204141,R280901
R251736,R292805
R627800,R181766
R326828,R230495
R160707,R937802
R128873,R698919
R923896,R397571
R772285,R655421
R644744,R301505
R533683,R830755
R339277,R887280
R133038,R396928
R723966,R548217
R512288,R130136
R421859,R631356
R563250,R379785
R348992,R305257
R427711,R426000
R950858,R268207
R154714,R927228
R873087,R673087
R285918,R211557
R768759,R852404
R103158,R520648
R643089,R477682
R771527,R622800
R546178,R587201
R945833,R364689
R976629,R384110
R653357,R385768
R975337,R937456
R916866,R916791
R638931,R147722
R103728,R374442
R349155,R496310
R974726,R699173
R160912,R854626
R793685,R713639
R295614,R889509
R233398,R787529
R551407,R576944
R689922,R724168
R417668,R989449
R877935,R505928
R607446,R441438
R299838,R616801
R965746,R288078
R489833,R717285
R117905,R930389
R889056,R821846
R370601,R662348
R263092,R301003
R419753,R846972
R513431,R671340
R875769,R455841
R533630,R744228
R870900,R831144
R131069,R106149
R718231,R405372
R702831,R247235
R267426,R604802
R873768,R621303
R776484,R452604
R696710,R762114
R183412,R854131
R713574,R416890
R556275,R748938
R872391,R461238
R755452,R265352
R472316,R336153
R920036,R919120
R351513,R645884
R738914,R983430
R152331,R713976
R421434,R152681
R229392,R918427
R141888,R491676
R140635,R415484
R872144,R568772
R497357,R137491
R403963,R557441
R912285,R173060
R158826,R831117
R448853,R740012
R995376,R925404
R164242,R765511
R257113,R448311
R928974,R239591
R332905,R379834
R969374,R301097
R841359,R432542
R124656,R621394
R926806,R659686
R644564,R395786
R745152,R874698
R568766,R650785
R242431,R401065
R195188,R664060
R758304,R433585
R515684,R922442
R738674,R502160
R704181,R700517
R898669,R461218
R431193,R131512
R727641,R413747
R824291,R105921
R838438,R137124
R715016,R810950
R637625,R312806
R251848,R500224
R628083,R543926
R172781,R851145
R572159,R966868
R749982,R758453
R951588,R841847
R794196,R220970
R906557,R603750
R837792,R267171
R286230,R907218
R422460,R559905
R309600,R531152
R362681,R375448
R609480,R743580
R153077,R192981
R420910,R310113
R927650,R350538
R130605,R360430
R243140,R903847
R819628,R371665
R865764,R911176
R839266,R258103
R697496,R205923
R952445,R657591
R286331,R826088
R671925,R926549
R854788,R973289
R694294,R701420
R698413,R824992
R361455,R346067
R206183,R739700
R145410,R321313
R803649,R967053
R642035,R453884
R717984,R468670
R679347,R383117
R888487,R116279
R706190,R821930
R603662,R314001
R701974,R511296
R796190,R806891
R173679,R782962
R972025,R504239
R233991,R882372
R177313,R405218
R732105,R434318
R855122,R837457
R636414,R616460
R737878,R401931
R274863,R819721
R648936,R110494
R803180,R655430
R280230,R665364
R150463,R503388
R565343,R547129
R561973,R365782
R886330,R898824
R651527,R601852
R373036,R259956
R629403,R492001
R871407,R826910
R663567,R899682
R998340,R360702
R616732,R694286
R827208,R754609
R298604,R973633
R972105,R816979
R627846,R393685
R676195,R587915
R644701,R692769
R888121,R194573
R949501,R131516
R259446,R332193
R425408,R173158
R682828,R301295
R168976,R933397
R763999,R167956
R323209,R633312
R349904,R367137
R736260,R221904
R755961,R831364
R158053,R725003
R656411,R240668
R626053,R175104
R167436,R377442
R623088,R778553
R328385,R990328
R112591,R624527
R340877,R550081
R728504,R465136
R724624,R699805
R945495,R554166
R462473,R420001
R454539,R833513
R395378,R524747
R945247,R708133
R860893,R400055
R180569,R118703
R981090,R364714
R825115,R964803
R263183,R823468
R404900,R487284
R323503,R952790
R951879,R619095
R574181,R767746
R455976,R772929
R448249,R690431
R441793,R733201
R299353,R742774
R259546,R943675
R438664,R687609
R795562,R835948
R685993,R640465
R331351,R679833
R359484,R559913
R620393,R993726
R491134,R286885
R462132,R508043
R259274,R603462
R582537,R608632
R283137,R634319
R852444,R449152
R618692,R355650
R581612,R930759
R179979,R177141
R186533,R872852
R250536,R832426
R826247,R708989
R552032,R283942
R490375,R733052
R181470,R498322
R794561,R459445
R376040,R212915
R769315,R147280
R779961,R868681
R868803,R831331
R142005,R953947
R668822,R164514
R775179,R659392
R335199,R890943
R210097,R274835
R361501,R296527
R503609,R971763
R439796,R528290
R340251,R491640
R971183,R155646
R608422,R234141
R791292,R230821
R129354,R416809
R790079,R554713
R172426,R233917
R167495,R171685
R453997,R775181
R894247,R343536
R363162,R598518
R769711,R746541
R958072,R739835
R172642,R394984
R384292,R936350
R803342,R622674
R466214,R372808
R542100,R861902
R813838,R776537
R741246,R926163
R610824,R123976
R333555,R572139
R686755,R684314
R218674,R395802
R809872,R807222
R559491,R395774
R767535,R514742
R426751,R609138
R324763,R706524
R374297,R952477
R949245,R710642
R559831,R598579
R378964,R391978
R881076,R334300
R116862,R223002
R524374,R456545
R613573,R300102
R604185,R711509
R838826,R299021
R951219,R730426
R322418,R371710
R113651,R565014
R174987,R344702
R447405,R609841
R820721,R506770
R866967,R725491
R938764,R307357
R433828,R658950
R508561,R826098
R656248,R453967
R971518,R179237
R694330,R852694
R489167,R538704
R462315,R945274
R155010,R537628
R441722,R546664
R276828,R126971
R826140,R977199
R510097,R295946
R779783,R735565
R942830,R315536
R178048,R952510
R720014,R952413
R291468,R342028
R428437,R335513
R505881,R294828
R859807,R539812
R191510,R268387
R383265,R857938
R223367,R380469
R681293,R549940
R771848,R416416
R362138,R867595
R580899,R289471
R617239,R606978
R810286,R820479
R526528,R842707
R821391,R102524
R188668,R536895
R531753,R209248
R878641,R925851
R989411,R353401
R527467,R335823
R235191,R744051
R638513,R836893
R712130,R967472
R217303,R358777
R991877,R396488
R488179,R160786
R728154,R866218
R844913,R614577
R533589,R797733
R176414,R383897
R248593,R535314
R578834,R483870
R918301,R413497
R765356,R661661
R919613,R887741
R681487,R782974
R480959,R885812
R755987,R424098
R996340,R321311
R759537,R802725
R379957,R292076
R892250,R289937
R995689,R808163
R751285,R521598
R343039,R166557
R914108,R387393
R895892,R143132
R605269,R600690
R364636,R915222
R241406,R840621
R745968,R778004
R671717,R259996
R414859,R967975
R961808,R858729
R327631,R842483
R728814,R129241
R439372,R640657
R911226,R943881
R861033,R180389
R703174,R775149
R727744,R946955
R661981,R523992
R139970,R872182
R894102,R227996
R932747,R552519
R799324,R779627
R975430,R112719
R613030,R718672
R789127,R746025
R373576,R857114
R185647,R504438
R457687,R403105
R646597,R554273
R116156,R219031
R221768,R650809
R514016,R566903
R390837,R639970
R597601,R242925
R929357,R277078
R769309,R456743
R727539,R116122
R523056,R717975
R336061,R681852
R445060,R344960
R817142,R976344
R119060,R282339
R791141,R434243
R123584,R783199
R622593,R735101
R928652,R856135
R788023,R291604
R761800,R796295
R601938,R615647
R258917,R486858
R609666,R147799
R131732,R320175
R176284,R586374
R752169,R626864
R928197,R450277
R904499,R705297
R228951,R723762
R628891,R885274
R854454,R877614
R552552,R715800
R184729,R609624
R705248,R316712
R678809,R485731
R570104,R422706
R994690,R236522
R308509,R693310
R301244,R184395
R853972,R212572
R108780,R204719
R121754,R955522
R423121,R613510
R185650,R710562
R495898,R452462
R320601,R745290
R950749,R704135
R402022,R473944
R316371,R690672
R865223,R313458
R140676,R838483
R414428,R980675
R672896,R966901
R509202,R679288
R220767,R706788
R609677,R548877
R447283,R267274
R377933,R676397
R267007,R914529
R177857,R195512
R779862,R405894
R402518,R778148
R875716,R823364
R139178,R406774
R840213,R510130
R619411,R323966
R342329,R549295
R658785,R606193
R679317,R863856
R184815,R788613
R900206,R893017
R921476,R878391
R948722,R883077
R942274,R482651
R582223,R871857
R518458,R656722
R194249,R223797
R310969,R416814
R740948,R348165
R711971,R990425
R217670,R472856
R785551,R519192
R568336,R676609
R301399,R592561
R415699,R923383
R913762,R413450
R372162,R880156
R511449,R263608
R222006,R685780
R556606,R850093
R199337,R750052
R800916,R273591
R250623,R342036
R898247,R179403
R687949,R686440
R284400,R432854
R997848,R650361
R305289,R496057
R448688,R377093
R587698,R634095
R914303,R841676
R647249,R727209
R959119,R424004
R615709,R577417
R222035,R803593
R900900,R523372
R873930,R887302
R555346,R420963
R101786,R204642
R644216,R813566
R344209,R192897
R770182,R885037
R549144,R384824
R357116,R357584
R204930,R432611
R965620,R703708
R164409,R889435
R275944,R564189
R472692,R349526
R341068,R486832
R384066,R629317
R756693,R845370
R824693,R883280
R101537,R631436
R949457,R547901
R870804,R226639
R535697,R955211
R495368,R828066
R490478,R456157
R984015,R644026
R292306,R844456
R487513,R646520
R546624,R445483
R514947,R496407
R298917,R939517
R123082,R463864
R201758,R318660
R436544,R862579
R834470,R346684
R484281,R724001
R731151,R817974
R925617,R824674
R570654,R698398
R779067,R684702
R152991,R453332
R292368,R956877
R588530,R789865
R844684,R783188
R780102,R715646
R215920,R892074
R791955,R901870
R810117,R752666
R241816,R178576
R647743,R405836
R613970,R204039
R434804,R518541
R809141,R375843
R970703,R132294
R507150,R804850
R992735,R186735
R263623,R337119
R218114,R177959
R937296,R658809
R215631,R973277
R360688,R936926
R397816,R301348
R507940,R232267
R982077,R803525
R424406,R665166
R655981,R434524
R495846,R443831
R698790,R181505
R309950,R299495
R802640,R156257
R666590,R255082
R126530,R195530
R859962,R491268
R380451,R909226
R545856,R659320
R383634,R222747
R860964,R282857
R617229,R759648
R882706,R976022
R142004,R513262
R565514,R480922
R168524,R587706
R821194,R989623
R150694,R397240
R790625,R635866
R912219,R299689
R618766,R424203
R340447,R361538
R270876,R645468
R295329,R102759
R529463,R763480
R181066,R632740
R400043,R779946
R688460,R508925
R467954,R406918
R295611,R950374
R711183,R352354
R609559,R350868
R771226,R128171
R692193,R191438
R369383,R544977
R864861,R727193
R508920,R511898
R822349,R116175
R284269,R510003
R747293,R269016
R457346,R652711
R320730,R493364
R113681,R763208
R437656,R770479
R156361,R269604
R125176,R359090
R600904,R212929
R506777,R646037
R837090,R699332
R240090,R751616
R144780,R262698
R427985,R904377
R608412,R233059
R379616,R394985
R422419,R618903
R487695,R942018
R235970,R677210
R735318,R384381
R449200,R971978
R797378,R452089
R276401,R973637
R397563,R577790
R405028,R928849
R962631,R765348
R911447,R195114
R392262,R906272
R657549,R988052
R320042,R873946
R319872,R646760
R262270,R828383
R141321,R297875
R563254,R777223
R326334,R821442
R891343,R630577
R398468,R843390
R880910,R272934
R128339,R643462
R493182,R421458
R184686,R542821
R248786,R114708
R787525,R760502
R699817,R692678
R400084,R882865
R762413,R637685
R400527,R109577
R615237,R563170
R257404,R958549
R149087,R944720
R149634,R343580
R620004,R734676
R130834,R270988
R665753,R503514
R211339,R891060
R342353,R558393
R856753,R279013
R514300,R132887
R541564,R542557
R689444,R683329
R615035,R809897
R839433,R112969
R640292,R566444
R179249,R488285
R607637,R902229
R267669,R807036
R692895,R252840
R349681,R877337
R895203,R681704
R387898,R338738
R126115,R396929
R781255,R896109
R652099,R626370
R404465,R989579
R614294,R551429
R242414,R186495
R671441,R308288
R997839,R581119
R486092,R494191
R771509,R681409
R705189,R221701
R357101,R395861
R577732,R347902
R190626,R638894
R873422,R507907
R327893,R749995
R808901,R138951
R921606,R993678
R857229,R233076
R698714,R891199
R476162,R435196
R144646,R315079
R980805,R289657
R426217,R491567
R159336,R360913
R201808,R803582
R612053,R221359
R291497,R959078
R628090,R990554
R784312,R412974
R322006,R459270
R341769,R942472
R704725,R753450
R308596,R548345
R701390,R340571
R266477,R668903
R880749,R396735
R962188,R247572
R255304,R776407
R640739,R672218
R688946,R900441
R499978,R974595
R696089,R898655
R500932,R932501
R718746,R306502
R731249,R694037
R960024,R968686
R599033,R479310
R455039,R988296
R930153,R728450
R704332,R915379
R624313,R760433
R789523,R236553
R833681,R565262
R133040,R164500
R876457,R443753
R117304,R236728
R319031,R135707
R963242,R213149
R131082,R305129
R837706,R478264
R686771,R114192
R853679,R485173
R718309,R927548
R673475,R302265
R428322,R261911
R451665,R593773
R329110,R599364
R982984,R494492
R899824,R883969
R946223,R801052
R588045,R610615
R492353,R761365
R641688,R903076
R289491,R746577
R797694,R618648
R966163,R823404
R311041,R367492
R642520,R838244
R738327,R508288
R423625,R821090
R106630,R524163
R119083,R448046
R677765,R442947
R532544,R491214
R263847,R632058
R974668,R500303
R725191,R487230
R206198,R974406
R853889,R379893
R962264,R976897
R370084,R977642
R199919,R213614
R788106,R370281
R173171,R743588
R440204,R499837
R749618,R928398
R848526,R793272
R233426,R419571
R965390,R480521
R870736,R149295
R362203,R466563
R794671,R523831
R845406,R942132
R731197,R926003
R646785,R588900
R711959,R177050
R761639,R577905
R139512,R550250
R442287,R564419
R958916,R886067
R896636,R764583
R386136,R573235
R664726,R609116
R854269,R126976
R550167,R934535
R170880,R725732
R197428,R403057
R961310,R495803
R109879,R511168
R563676,R213904
R447672,R415124
R615453,R854243
R274832,R224293
R203914,R964659
R622294,R794230
R704481,R324083
R861162,R397507
R403927,R713132
R750362,R122302
R185528,R305929
R376942,R347279
R593930,R580694
R300156,R473366
R248095,R174015
R243884,R414900
R770867,R597762
R485558,R953467
R390303,R599196
R798496,R957874
R940861,R736076
R754731,R869255
R293372,R861634
R699491,R374803
R572655,R274182
R932643,R761718
R215538,R631724
R233761,R506787
R720095,R713022
R558883,R431956
R868117,R108974
R943178,R107992
R656761,R977942
R464374,R270741
R840300,R628252
R411310,R590758
R899345,R185624
R845934,R555845
R137258,R523879
R644598,R580716
R109786,R751212
R188514,R465704
R591907,R732993
R823230,R372260
R256978,R163988
R428795,R903875
R894044,R188052
R481592,R241182
R962806,R503869
R984388,R961120
R420167,R573827
R854897,R627688
R964011,R828838
R479335,R437435
R173893,R527121
R446862,R939136
R911547,R577602
R163837,R527457
R834592,R463772
R485139,R917744
R148919,R634311
R934376,R747705
R457251,R126954
R106445,R395100
R774990,R525862
R493811,R464296
R165142,R943365
R963462,R887966
R473814,R365119
R220607,R188903
R623731,R152012
R695931,R542217
R197140,R790037
R797385,R725831
R700765,R782256
R355831,R407205
R381373,R330540
R527685,R409828
R945352,R993920
R368803,R745956
R102041,R314384
R428666,R312847
R318277,R868933
R585772,R245297
R455163,R815645
R488447,R117599
R485248,R920145
R209846,R116231
R344312,R732176
R607189,R881466
R782762,R538980
R517358,R778015
R119035,R904911
R646614,R894834
R749811,R494978
R962929,R426520
R213150,R222385
R354642,R889862
R288610,R572788
R355509,R215095
R736740,R377257
R159930,R169918
R115021,R882950
R975880,R356546
R142097,R805418
R717559,R906979
R226424,R926981
R357164,R678026
R845534,R958029
R765305,R713883
R810624,R950949
R249218,R870443
R312334,R484711
R334583,R299033
R335590,R577448
R235151,R798950
R770477,R744317
R131188,R477838
R280782,R211616
R802965,R724861
R794610,R820200
R165467,R303518
R776550,R881647
R675818,R966858
R265561,R288260
R285195,R543800
R567190,R433166
R728816,R519239
R646098,R743988
R178039,R787568
R140430,R435060
R835780,R775505
R162691,R787238
R630544,R982826
R294783,R934236
R555613,R409152
R912485,R363588
R461242,R147463
R890121,R242934
R303521,R452013
R229421,R631200
R307612,R758924
R693094,R421769
R942931,R449008
R673522,R301930
R524323,R121907
R504350,R286812
R516375,R889131
R106242,R632824
R550983,R703652
R720361,R575001
R991230,R950787
R451921,R315885
R280654,R213133
R779429,R640583
R621759,R439700
R690598,R493031
R788216,R116506
R851909,R603223
R107196,R695493
R960643,R405359
R714506,R619969
R288474,R932819
R296671,R253371
R593036,R735159
R470260,R848930
R528216,R452770
R319167,R348363
R264996,R687326
R714449,R844257
R708255,R352250
R668011,R682669
R266954,R445316
R359400,R643698
R127398,R375602
R992034,R646720
R774630,R984415
R787900,R245527
R298738,R493310
R520065,R561378
R867725,R810811
R940220,R469695
R425391,R395276
R936445,R632194
R467176,R672455
R179350,R778774
R393489,R125774
R339281,R189145
R595074,R722700
R229547,R767051
R577052,R592916
R637083,R133441
R344015,R155478
R638011,R534045
R582652,R192083
R350378,R187771
R308916,R170844
R297792,R766688
R949647,R424979
R672829,R314960
R219501,R665523
R959345,R789914
R674915,R455949
R854552,R985350
R791374,R485020
R604845,R614390
R709875,R909619
R151581,R789302
R606116,R994325
R104974,R426565
R984775,R205968
R630547,R906478
R979901,R287584
R401156,R549898
R443433,R820322
R446064,R235150
R898741,R550055
R267425,R145837
R515675,R632033
R690405,R887996
R167183,R232588
R451980,R893222
R333850,R303249
R738589,R827790
R218630,R172459
R750473,R315264
R253274,R377690
R911265,R872577
R421416,R744278
R619996,R548015
R278177,R383135
R376503,R527973
R547481,R730979
R465691,R540649
R338771,R761832
R498903,R832428
R447274,R328999
R636142,R622026
R642275,R453199
R656117,R125664
R274910,R484355
R765258,R681210
R254140,R197185
R357631,R422924
R342114,R867551
R634074,R264102
R476448,R758342
R954395,R725290
R250620,R654848
R446478,R907346
R344641,R732545
R497869,R146789
R814003,R520819
R183613,R150273
R750986,R689894
R243067,R531238
R301278,R584516
R683052,R641649
R962287,R383167
R987509,R318530
R264961,R616217
R136226,R499131
R269192,R843271
R856457,R260270
R294061,R707085
R818625,R277697
R313592,R145721
R640021,R228758
R790705,R863947
R231635,R791492
R248801,R776935
R316312,R826017
R203608,R182884
R122331,R962537
R415138,R567683
R983162,R791790
R319048,R114287
R311851,R972755
R295947,R891793
R244585,R270777
R140252,R820818
R902291,R559488
R270474,R351780
R621748,R427706
R815269,R837713
R632302,R332539
R711939,R610198
R713553,R729735
R913582,R182045
R301802,R791808
R267292,R678129
R959947,R311538
R251007,R536793
R130754,R634544
R772151,R348569
R958344,R663401
R327333,R365968
R465978,R848136
R383993,R323419
R136373,R589024
R899689,R530438
R840755,R402717
R896283,R429240
R709995,R925915
R652326,R480473
R493373,R411944
R323451,R561993
R297801,R395291
R198657,R696725
R125355,R291841
R899281,R773608
R667295,R515089
R665367,R306876
R686802,R896293
R484120,R904197
R512322,R852727
R128204,R879450
R519964,R497026
R506149,R924356
R619421,R691897
R619060,R790926
R993026,R232616
R859834,R420732
R763530,R864596
R744998,R931759
R252134,R341159
R405257,R544915
R816352,R313714
R521658,R767634
R184856,R130777
R958287,R453050
R745049,R686201
R845747,R784326
R481273,R180197
R304597,R685540
R667484,R188926
R357739,R698046
R566467,R171543
R497243,R389305
R966392,R444863
R492790,R124569
R639511,R992535
R178153,R154330
R965617,R186769
R525783,R323709
R745164,R105886
R128920,R828585
R422553,R449186
R139916,R475249
R882943,R748787
R148006,R492638
R742059,R426656
R972759,R365789
R340338,R324314
R489056,R435262
R147842,R241397
R111710,R942699
R990495,R120458
R349506,R875127
R560014,R872536
R456776,R280930
R815951,R932769
R708909,R468436
R238661,R666842
R877909,R411536
R312284,R139678
R704280,R367276
R283397,R889247
R148700,R398193
R228426,R597937
R724568,R322630
R163576,R226097
R147648,R601538
R565366,R491415
R870357,R847582
R741749,R916728
R598744,R182147
R454532,R419422
R890740,R871076
R687539,R507387
R513889,R451055
R116297,R751546
R187128,R225536
R877659,R546894
R146759,R342889
R398687,R234879
R477255,R837004
R324436,R767004
R693307,R792493
R759744,R350802
R984216,R689925
R801388,R445342
R146992,R616305
R649598,R913224
R732225,R701886
R358367,R194692
R826568,R802512
R989236,R853799
R650535,R568528
R642095,R235961
R832640,R723631
R783860,R290587
R257433,R844168
R156159,R542401
R460221,R278859
R971225,R246157
R672157,R103190
R880005,R813432
R123732,R957432
R514307,R850855
R761898,R519193
R259447,R447142
R106444,R684197
R478655,R841605
R476788,R136423
R631715,R282639
R243013,R320163
R352006,R960097
R137153,R639456
R465502,R913566
R851037,R600123
R648741,R725961
R632585,R218669
R177008,R558398
R506803,R308349
R867676,R787199
R674433,R271977
R712112,R625004
R514916,R808085
R462328,R333893
R357309,R218633
R296783,R942983
R947194,R518000
R606501,R671399
R616103,R321951
R461155,R446267
R152744,R286259
R584625,R629361
R797689,R492414
R363576,R154429
R535161,R588944
R954824,R481674
R923039,R785563
R105355,R639638
R649767,R533322
R667136,R310805
R289541,R857227
R146615,R891977
R211558,R845554
R143886,R721776
R999738,R596290
R483215,R137083
R856275,R506730
R825554,R539027
R694099,R263791
R594726,R325192
R633320,R132618
R812942,R892943
R331144,R443850
R906909,R277984
R484673,R905140
R597882,R184885
R650061,R536187
R357970,R966661
R824490,R542231
R584006,R825128
R362146,R403371
R630433,R910475
R579174,R855622
R220029,R462234
R954975,R479487
R258618,R808974
R138225,R786835
R310516,R914425
R469227,R873131
R616978,R382921
R180903,R599585
R843455,R209865
R791150,R571333
R119600,R134371
R232123,R585943
R472752,R321729
R496525,R720903
R219308,R342232
R206097,R321939
R958765,R389014
R881488,R620850
R534656,R536898
R400395,R821254
R867855,R116642
R266362,R694806
R721706,R853348
R784854,R994439
R880573,R427282
R253454,R388349
R152484,R398810
R696417,R764831
R160660,R330023
R274612,R352237
R673825,R892613
R559624,R273869
R878566,R867804
R748830,R113863
R549123,R489889
R535300,R114440
R104498,R842350
R305240,R208616
R342090,R725287
R245751,R153847
R363074,R306687
R535133,R518574
R411411,R702491
R956432,R283812
R127441,R626796
R768126,R195637
R920835,R124799
R774019,R787704
R407967,R478176
R252945,R449565
R721164,R994184
R303328,R170052
R131710,R485190
R911016,R695506
R373583,R120184
R572247,R864025
R556652,R831444
R580440,R856612
R996296,R202614
R553260,R937668
R768807,R717107
R450530,R794570
R695709,R810090
R250136,R540362
R635386,R668434
R576772,R691758
R266063,R177943
R288477,R317605
R865279,R214995
R797480,R281939
R381201,R342806
R117704,R344595
R764664,R791666
R855759,R861062
R727307,R502729
R765526,R146575
R863492,R984733
R402442,R473877
R644443,R945710
R389458,R354890
R796275,R283526
R585301,R382383
R854740,R870408
R799430,R806604
R425872,R155510
R878295,R357179
R211638,R437333
R384266,R471449
R789344,R855817
R105499,R928619
R414635,R247792
R408117,R833654
R237704,R295800
R419918,R813992
R749928,R509722
R419540,R803246
R383080,R748536
R175895,R772446
R722671,R636113
R585770,R230079
R330470,R313716
R647745,R646934
R780020,R100205
R702012,R640112
R575508,R170615
R793037,R709631
R854526,R145211
R396269,R546515
R459973,R818383
R228739,R798289
R136376,R393476
R812561,R831514
R803673,R525207
R797159,R424272
R159457,R160617
R684162,R274515
R806965,R449686
R915973,R148241
R935427,R304630
R564353,R310184
R799166,R445943
R349002,R849095
R943290,R399390
R481866,R704306
R477009,R832724
R460667,R291245
R523432,R160062
R489534,R876003
R635716,R594761
R442066,R403501
R897374,R632053
R684403,R645675
R373776,R536245
R892969,R521234
R505366,R237557
R737174,R559974
R654193,R646537
R636433,R157291
R786630,R457335
R286527,R836689
R265841,R337813
R654060,R910176
R838050,R147073
R502483,R838033
R133372,R303303
R698059,R148409
R882789,R611691
R645735,R814592
R312849,R584766
R998104,R821326
R864323,R629809
R166903,R322727
R796726,R210123
R445312,R777351
R124417,R719056
R547431,R216355
R919292,R680209
R255361,R588072
R311530,R555521
R774356,R591094
R499998,R333452
R323433,R563294
R143647,R561883
R945834,R573564
R277610,R474077
R131214,R199094
R351059,R914615
R473145,R943897
R105533,R183455
R238687,R315049
R259875,R963398
R877985,R380117
R698422,R943541
R890613,R448011
R498595,R473441
R742119,R129257
R459986,R626280
R774602,R215819
R523290,R521567
R590412,R246626
R514655,R812080
R657417,R961903
R511095,R250146
R710173,R247883
R731862,R255003
R454869,R236497
R127071,R131606
R265845,R684998
R703320,R472584
R805732,R763708
R852008,R865354
R207799,R169137
R794688,R725633
R961145,R481605
R948425,R106281
R191185,R771932
R928582,R301281
R383417,R906492
R999568,R871712
R402124,R758343
R946150,R186276
R503707,R333731
R531545,R227432
R157629,R797865
R152505,R978236
R345700,R212100
R523610,R907306
R918274,R364117
R337787,R160728
R939044,R248404
R355271,R370032
R656856,R612694
R771957,R150288
R531142,R201631
R200061,R300923
R332897,R876165
R634794,R315560
R900434,R414778
R265672,R211077
R673593,R236444
R818727,R574544
R877543,R356052
R214815,R639026
R218561,R536784
R913822,R531269
R335675,R634448
R881033,R763532
R179870,R110404
R278291,R704706
R801504,R842817
R683949,R448730
R413746,R971720
R573854,R974605
R348386,R393583
R749467,R416770
R185484,R283784
R211795,R851507
R705299,R858104
R864140,R206054
R417570,R363972
R806224,R126107
R491664,R919654
R293527,R352756
R455327,R762685
R165004,R651893
R292362,R623178
R534797,R442540
R361543,R707480
R503048,R917592
R294302,R865941
R364058,R433237
